clean_text,sentiment
thanks much definitely pas along amazing mother,positive
yay,positive
ahh love u u got twitterrr,positive
haircut short possible even change color new,neutral
ugh waiting interminable,negative
didnt research traffic beautiful system twitter approx msgsecond mine only grab msgsec,positive
feel like continue long take,negative
greenville weekend best friend birthday leaving way later wanted,neutral
work youth justice,neutral
bored work ridiculous saturday going suck class morning,negative
u via meeting,neutral
oh dubbed breesaholic insomniac feel special oh must add third angel drink post,neutral
ahh right kidney hurt soooo bad ooommmmggggg,negative
invited join group second life called ballistic autistics cute name,positive
type cold room,neutral
yes know gross haha im better,neutral
course id send but dont think would survive trip,positive
yes clearly relished acting together sparking others performance milking laugh,positive
okay gots go first time since started miss block party,neutral
awesome time,positive
only wouldnt fiftythousand follower hugh lauries needle haystack,neutral
would but supertarget didnt,neutral
made seamless connection toro toro quebec two,neutral
good busy heck but good feeling yucky moment,neutral
poor im bank holiday monday today,negative
chillin homewatching movie tv making healthified streusel coffee cake,neutral
thanks new work arrive week,positive
hice una maruchan,neutral
hey guy leann dont know remember but wanted say im excited see guy go far,positive
going beach today,neutral
paid bill no money,negative
afc oh yes,positive
coding going,neutral
no wont honey got mad yr go crazy,negative
aaahhhjust woke feel good sleep monday,positive
hope mom enjoys mother day gift,positive
jus woke late runnin work student train,neutral
hate not able twitterize cell phone oh well,negative
carls jr sound hella good bring,positive
ommg gurll arent u going sad,negative
think super cute,positive
damnation woke,neutral
dont know quit youbrokeback mountain,negative
ill probably get fired though,neutral
got home went totoro cafe finally first time ever liked colorful place happy atmosphere,positive
idk lol head hurt rly bad stomach hmm personally think ive deal wit,negative
thnx babe call u finish,positive
sometimes thing say hurt one love unintentionally never ever take back fix,negative
im seeing hannah montana movie today,neutral
seeing people today made realize really miss someone but also miss grandpa he gone year oh but mom mamagra,negative
screaaaaaaaaaaaaaaaaaaaaaaaaaaaaam never freu zu frh,neutral
nope im bored hungry,negative
hope like new sat nav,positive
tx new fone dont anyones number,neutral
clean room,neutral
thank dedication lamb unparalleled also true lamb dedication unparalleled,positive
wish coming guess make time though,positive
big laptop big time switch eee bye big guy,positive
rather random,neutral
morley lol love kid,positive
good morning everyone,positive
choir assembly bad hot yay,negative
bummer might not make sunday show hopefully sun shine cloudy day,neutral
cant fall asleep,neutral
im lonely need hug,negative
muscle back cramping hurt bad owww,negative
burned tongue workkkkkkkkkkkkkkkkk,negative
im eating salad rember comment new myspace picture plz,neutral
two going visit someone,neutral
aint ur list im hurt,negative
thought already winter turn winter even started,neutral
yayy cant wait see,neutral
yay power phone charged hot,neutral
omg mine omg thats gross im sorry totally forgot,negative
oh last tweet spent half hour brushing teeth new electric toothbrush feel great,positive
frenchfrycorndog look delish want welcome back seattle,positive
ur welcome sweetie anytime need find way get follower dont many,positive
bacon roll tea hackday friend,neutral
people pathetic u know one trying,negative
program show twitter facebook status update one alright but yeah probably wont use often,neutral
thanks october,positive
going sleep not peaceful wanted hear say good night but didnt happen good night everyone,neutral
hey no second kind sad but ok guitar guitar guitar bbq good time,neutral
dad gave old blackberry not old but doesnt even scroll ball want bold,negative
work actual work,neutral
back weekend working yard didnt open laptop im thankful,positive
looked hotel web sitewhat place but massage thats job lol lol,neutral
coffee bean met dean,neutral
internet billing fee only country setup cost usa alone,neutral
always sunny day cant possible outside life get,neutral
six foot theme jjj,neutral
ur gon na missed know but hope thing better,neutral
wooomy luck done,negative
yer ispoor little but well doesnt deserve stick everyone cowell going producer,negative
happy mother day mom,positive
not feel good,negative
wannabe dubai,neutral
oh ayehe rock shes,positive
still need another hour sleep,neutral
scrub tonight pm woo,positive
haha father daugter bonding time lol anyways gg work get msn later ill bored x,neutral
sweet going publicly available,positive
im sad beloved boy doesnt online wait everyday,negative
grinning like cheshire cat happy hell made day,positive
hahahaha havent friend since sunday im lame,negative
suck,negative
whats going sweetheart,positive
dreary day la sunshine go,negative
ever met guy thatv everything want need but never really went w gnite daddy,positive
omg ur alive lol day gone sooo slow im going insane grrr anything tonight,neutral
weird trigger definitely ask monday dude,negative
officially celebrating th tweet wow proud great,positive
phone not work don,negative
chillin break eatin grub pretty burnt eventful day wanting go movie ian not happening though,negative
oh man thats rough sounded like weekend went well get sleep,neutral
day long text conversation,neutral
hey dave im uk first thing done put rr could u play ill new kid block thanks,neutral
boo used live upland funnnn,positive
not good enough,negative
jonas awesome watched groovy movie frankie weird lol,neutral
knightsweet dream,positive
french trois nobody sitting next feel little lonely,negative
im sick suck im ohbabayy,negative
got mark bcit death swear,negative
grimestopper loss client lost job hope quote later today turn work drowned sorrow w huge h,neutral
dang baby love,positive
wish carlton game live stupid channel lol,negative
cant rooting ali twitter war,neutral
finally raining delhi,neutral
sittin listenin music follow,neutral
bed only one day left school get go holiday yay finally getting sick school lol,neutral
turn reportdone,neutral
roaming thing happen switched att,neutral
but im smaller company rather bigger one not like worked big company prove though,neutral
plus janessa hurt feeling,negative
forgot power cable home today,neutral
im russia today im cracking economics tommorow im retaking aswell,neutral
